çÏã∆ì˙,êîó 
2021-06-22,58938.0
2021-06-23,38292.0
2021-06-24,41839.0
2021-06-25,44991.0
2021-06-26,14496.0
2021-06-27,0.0
2021-06-28,69874.0
2021-06-29,39008.0
2021-06-30,27954.0
2021-07-01,34969.0
2021-07-02,40720.0
2021-07-03,13258.0
2021-07-04,0.0
2021-07-05,39793.0
2021-07-06,29154.0
2021-07-07,45054.0
2021-07-08,37258.0
2021-07-09,28009.0
2021-07-10,11113.0
2021-07-11,0.0
2021-07-12,32958.0
2021-07-13,24026.0
2021-07-14,26290.0
2021-07-15,32534.0
2021-07-16,32636.0
2021-07-17,11655.0
2021-07-18,0.0
2021-07-19,37386.0
2021-07-20,27167.0
2021-07-21,31968.0
2021-07-22,27574.0
2021-07-23,35251.0
2021-07-24,6809.0
2021-07-25,0.0
2021-07-26,40707.0
2021-07-27,26095.0
2021-07-28,46614.0
2021-07-29,34513.0
2021-07-30,29306.0
2021-07-31,7502.0
2021-08-01,0.0
2021-08-02,35079.0
2021-08-03,25495.0
2021-08-04,23589.0
2021-08-05,22969.0
2021-08-06,27966.0
2021-08-07,6575.0
2021-08-08,0.0
2021-08-09,31495.0
2021-08-10,22193.0
2021-08-11,25356.0
2021-08-12,28233.0
2021-08-13,33532.0
2021-08-14,10105.0
2021-08-15,0.0
2021-08-16,38891.0
2021-08-17,28800.0
2021-08-18,28583.0
2021-08-19,27613.0
2021-08-20,33833.0
2021-08-21,8928.0
2021-08-22,0.0
2021-08-23,76814.0
2021-08-24,47218.0
2021-08-25,36589.0
2021-08-26,39449.0
2021-08-27,40988.0
2021-08-28,10026.0
2021-08-29,0.0
2021-08-30,146764.0
2021-08-31,45255.0
2021-09-01,52674.0
2021-09-02,49189.0
2021-09-03,43632.0
2021-09-04,12499.0
2021-09-05,0.0
2021-09-06,45025.0
2021-09-07,30338.0
2021-09-08,25985.0
2021-09-09,26612.0
2021-09-10,31189.0
2021-09-11,6810.0
2021-09-12,0.0
2021-09-13,41950.0
2021-09-14,29143.0
2021-09-15,27531.0
2021-09-16,27156.0
2021-09-17,34272.0
2021-09-18,12982.0
2021-09-19,0.0
2021-09-20,99376.0
2021-09-21,51885.0
2021-09-22,36512.0
2021-09-23,33690.0
2021-09-24,31664.0
2021-09-25,7076.0
2021-09-26,0.0
2021-09-27,90381.0
2021-09-28,46900.0
2021-09-29,31764.0
2021-09-30,33444.0
2021-10-01,46197.0
2021-10-02,14317.0
2021-10-03,0.0
2021-10-04,40276.0
2021-10-05,28621.0
2021-10-06,31807.0
2021-10-07,29359.0
2021-10-08,30157.0
2021-10-09,7801.0
2021-10-10,0.0
2021-10-11,43137.0
2021-10-12,26207.0
2021-10-13,24740.0
2021-10-14,21997.0
2021-10-15,28774.0
2021-10-16,8039.0
2021-10-17,0.0
2021-10-18,33805.0
2021-10-19,34834.0
2021-10-20,44370.0
2021-10-21,35605.0
2021-10-22,31180.0
2021-10-23,6286.0
2021-10-24,0.0
2021-10-25,46683.0
2021-10-26,27747.0
2021-10-27,33219.0
2021-10-28,27144.0
2021-10-29,26839.0
2021-10-30,5811.0
2021-10-31,0.0
2021-11-01,50113.0
2021-11-02,30967.0
2021-11-03,24998.0
2021-11-04,24443.0
2021-11-05,28828.0
2021-11-06,7770.0
2021-11-07,0.0
2021-11-08,50517.0
2021-11-09,30272.0
2021-11-10,24274.0
2021-11-11,22435.0
2021-11-12,31832.0
2021-11-13,7815.0
2021-11-14,0.0
2021-11-15,37577.0
2021-11-16,24304.0
2021-11-17,25393.0
2021-11-18,26597.0
2021-11-19,32721.0
2021-11-20,11489.0
2021-11-21,0.0
2021-11-22,59568.0
2021-11-23,35942.0
2021-11-24,46086.0
2021-11-25,46360.0
2021-11-26,43094.0
2021-11-27,8179.0
2021-11-28,0.0
2021-11-29,71598.0
2021-11-30,41848.0
2021-12-01,50053.0
2021-12-02,38600.0
2021-12-03,33692.0
2021-12-04,7169.0
2021-12-05,0.0
2021-12-06,89016.0
2021-12-07,49883.0
2021-12-08,34247.0
2021-12-09,0.0
2021-12-10,0.0
2021-12-11,5331.0
2021-12-12,0.0
2021-12-13,34630.0
2021-12-14,29672.0
2021-12-15,25653.0
2021-12-16,28943.0
2021-12-17,36283.0
2021-12-18,12918.0
2021-12-19,0.0
2021-12-20,38394.0
2021-12-21,31457.0
2021-12-22,43256.0
2021-12-23,45836.0
2021-12-24,45475.0
2021-12-25,13100.0
2021-12-26,0.0
2021-12-27,41985.0
2021-12-28,32658.0
2021-12-29,27715.0
2021-12-30,16258.0
2021-12-31,0.0
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,20960.0
2022-01-05,36575.0
2022-01-06,30197.0
2022-01-07,39253.0
2022-01-08,10115.0
2022-01-09,0.0
2022-01-10,66567.0
2022-01-11,40983.0
2022-01-12,43320.0
2022-01-13,32248.0
2022-01-14,29799.0
2022-01-15,6215.0
2022-01-16,0.0
2022-01-17,29945.0
2022-01-18,24799.0
2022-01-19,23814.0
2022-01-20,28392.0
2022-01-21,31428.0
2022-01-22,11396.0
2022-01-23,0.0
2022-01-24,51514.0
2022-01-25,37183.0
2022-01-26,38573.0
2022-01-27,40991.0
2022-01-28,35945.0
2022-01-29,8831.0
2022-01-30,0.0
2022-01-31,39176.0
2022-02-01,29086.0
2022-02-02,36870.0
2022-02-03,39534.0
2022-02-04,34604.0
2022-02-05,12819.0
2022-02-06,0.0
2022-02-07,45151.0
2022-02-08,31858.0
2022-02-09,29126.0
2022-02-10,29451.0
2022-02-11,28546.0
2022-02-12,7037.0
2022-02-13,0.0
2022-02-14,26641.0
2022-02-15,22958.0
2022-02-16,21186.0
2022-02-17,25340.0
2022-02-18,28146.0
2022-02-19,8444.0
2022-02-20,0.0
2022-02-21,65864.0
2022-02-22,44823.0
2022-02-23,38779.0
2022-02-24,34368.0
2022-02-25,28973.0
2022-02-26,10034.0
2022-02-27,0.0
2022-02-28,47353.0
2022-03-01,32882.0
2022-03-02,43308.0
2022-03-03,39874.0
2022-03-04,36355.0
2022-03-05,10523.0
2022-03-06,0.0
2022-03-07,50746.0
2022-03-08,36918.0
2022-03-09,50393.0
2022-03-10,43980.0
2022-03-11,34029.0
2022-03-12,8100.0
2022-03-13,0.0
2022-03-14,31153.0
2022-03-15,25432.0
2022-03-16,24684.0
2022-03-17,26680.0
2022-03-18,29761.0
2022-03-19,11201.0
2022-03-20,0.0
2022-03-21,37772.0
2022-03-22,26175.0
2022-03-23,40811.0
2022-03-24,42374.0
2022-03-25,36419.0
2022-03-26,10013.0
2022-03-27,0.0
2022-03-28,48421.0
2022-03-29,27949.0
2022-03-30,43634.0
2022-03-31,37101.0
2022-04-01,30268.0
2022-04-02,7516.0
2022-04-03,0.0
2022-04-04,29029.0
2022-04-05,20878.0
2022-04-06,26773.0
2022-04-07,32113.0
2022-04-08,33903.0
2022-04-09,14115.0
2022-04-10,0.0
2022-04-11,38221.0
2022-04-12,25270.0
2022-04-13,25384.0
2022-04-14,29878.0
2022-04-15,33261.0
2022-04-16,8920.0
2022-04-17,0.0
2022-04-18,29864.0
2022-04-19,21920.0
2022-04-20,31928.0
2022-04-21,37835.0
2022-04-22,41999.0
2022-04-23,12329.0
2022-04-24,0.0
2022-04-25,33883.0
2022-04-26,22951.0
2022-04-27,75739.0
2022-04-28,65327.0
2022-04-29,50216.0
2022-04-30,10210.0
2022-05-01,0.0
2022-05-02,28849.0
2022-05-03,20507.0
2022-05-04,24162.0
2022-05-05,24270.0
2022-05-06,29020.0
2022-05-07,11140.0
2022-05-08,0.0
2022-05-09,30709.0
2022-05-10,21085.0
2022-05-11,42975.0
2022-05-12,37728.0
2022-05-13,31830.0
2022-05-14,8605.0
2022-05-15,0.0
2022-05-16,29967.0
2022-05-17,20040.0
2022-05-18,26800.0
2022-05-19,24153.0
2022-05-20,29088.0
2022-05-21,14434.0
2022-05-22,0.0
2022-05-23,33086.0
2022-05-24,20902.0
2022-05-25,39660.0
2022-05-26,38104.0
2022-05-27,35905.0
2022-05-28,10178.0
2022-05-29,0.0
2022-05-30,41649.0
2022-05-31,21982.0
2022-06-01,41729.0
2022-06-02,38491.0
2022-06-03,35358.0
2022-06-04,11290.0
2022-06-05,0.0
2022-06-06,34284.0
2022-06-07,22747.0
2022-06-08,61406.0
2022-06-09,47837.0
2022-06-10,36134.0
2022-06-11,9851.0
2022-06-12,0.0
2022-06-13,33183.0
2022-06-14,24396.0
2022-06-15,28478.0
2022-06-16,30446.0
2022-06-17,30087.0
2022-06-18,13101.0
2022-06-19,0.0
2022-06-20,43269.0
2022-06-21,27120.0
2022-06-22,73747.0
2022-06-23,73937.0
2022-06-24,44860.0
2022-06-25,11001.0
2022-06-26,0.0
2022-06-27,63437.0
2022-06-28,32866.0
2022-06-29,30331.0
2022-06-30,31730.0
